chrom	start	stop	regid
7	33555768	38966703	G_27
7	38966703	43159074	G_30
7	43159074	46986720	G_33
7	46986720	53176312	G_36
7	53176312	57382638	G_39
7	57382638	65689809	G_42
7	65689809	71874885	G_45
7	71874885	78093859	G_48
7	78093859	83801203	G_51
7	83801203	90661784	G_54
7	90661784	96073508	G_57
7	96073508	100196651	G_60
7	100196651	104159525	G_63
7	104159525	109647594	G_66
7	109647594	116780178	G_69
7	116780178	121933630	G_72
7	121933630	126519170	G_75
7	126519170	130422414	G_78
7	130422414	135591083	G_81
7	135591083	139933177	G_84
7	139933177	142656310	G_87
7	142656310	147815318	G_90
7	147815318	152249806	G_93
7	152249806	156065250	G_96
7	156065250	159128575	G_99
8	10422	1044217	H_0
8	1044217	2573279	H_3
8	2573279	4480476	H_6
8	4480476	7153079	H_9
8	7153079	10463197	H_12
8	10463197	13944992	H_15
8	13944992	17836399	H_18
8	17836399	21661737	H_21
8	21661737	25483454	H_24
8	25483454	29327896	H_27
8	29327896	32977218	H_30
8	32977218	38938806	H_33
8	38938806	42773823	H_36
8	42773823	53302930	H_39
8	53302930	56956383	H_42
8	56956383	62329099	H_45
8	62329099	66489090	H_48
8	66489090	72289454	H_51
8	72289454	76456542	H_54
8	76456542	82693739	H_57
8	82693739	87411709	H_60
8	87411709	93554386	H_63
8	93554386	99401581	H_66
8	99401581	104988752	H_69
8	104988752	109248173	H_72
8	109248173	113064320	H_75
8	113064320	121201700	H_78
8	121201700	126410917	H_81
8	126410917	131639625	H_84
8	131639625	136035605	H_87
8	136035605	140725643	H_90
8	140725643	146303867	H_93
9	10023	1079707	I_0
9	1079707	4495328	I_3
9	4495328	7154923	I_6
9	7154923	10879253	I_9
9	10879253	16659655	I_12
9	16659655	22206559	I_15
9	22206559	26111757	I_18
9	26111757	30387392	I_21
9	30387392	33578334	I_24
9	33578334	38641599	I_27
9	38641599	72753755	I_30
9	72753755	76973081	I_33
9	76973081	81079055	I_36
9	81079055	85440801	I_39
9	85440801	88590417	I_42
9	88590417	94167203	I_45
9	94167203	101592859	I_48
9	101592859	107581749	I_51
9	107581749	112778024	I_54
9	112778024	117019801	I_57
9	117019801	122260297	I_60
9	122260297	129059665	I_63
9	129059665	133223217	I_66
9	133223217	137041122	I_69
9	137041122	139500342	I_72
9	139500342	141144796	I_75
10	60523	751339	J_0
10	751339	3352699	J_3
10	3352699	7171484	J_6
10	7171484	12586797	J_9
10	12586797	16551767	J_12
10	16551767	22772283	J_15
10	22772283	26888684	J_18
10	26888684	30458838	J_21
10	30458838	35109355	J_24
10	35109355	42372579	J_27
10	42372579	48760450	J_30
10	48760450	55103572	J_33
10	55103572	58959528	J_36
10	58959528	62659679	J_39
10	62659679	67549615	J_42
10	67549615	72220850	J_45
10	72220850	78706814	J_48
10	78706814	84383745	J_51
10	84383745	89127064	J_54
10	89127064	93335047	J_57
10	93335047	97822357	J_60
10	97822357	102949239	J_63
10	102949239	108726686	J_66
10	108726686	115328432	J_69
10	115328432	120591353	J_72
10	120591353	123900545	J_75
10	123900545	129154362	J_78
10	129154362	132580245	J_81
10	132580245	135523865	J_84
11	70855	1213590	K_0
11	1213590	6322869	K_3
11	6322869	9087317	K_6
11	9087317	13373124	K_9
11	13373124	19569535	K_12
11	19569535	24088517	K_15
11	24088517	28481593	K_18
11	28481593	33958739	K_21
11	33958739	39382003	K_24
11	39382003	47006137	K_27
11	47006137	55082657	K_30
11	55082657	62223771	K_33
11	62223771	68005825	K_36
11	68005825	72286017	K_39
11	72286017	78355058	K_42
11	78355058	84381272	K_45
11	84381272	89208936	K_48
11	89208936	93276157	K_51
11	93276157	97057058	K_54
11	97057058	101331121	K_57
11	101331121	106520894	K_60
11	106520894	109866116	K_63
11	109866116	114257728	K_66
11	114257728	117747110	K_69
11	117747110	121175943	K_72
11	121175943	124495528	K_75
11	124495528	128188537	K_78
11	128188537	133000046	K_81
11	133000046	134946452	K_84
12	61107	1080331	L_0
12	1080331	4417679	L_3
12	4417679	8377536	L_6
12	8377536	11754846	L_9
12	11754846	16310460	L_12
12	16310460	23820634	L_15
12	23820634	29651255	L_18
12	29651255	33076989	L_21
12	33076989	40816185	L_24
12	40816185	46024229	L_27
12	46024229	51776494	L_30
12	51776494	55665837	L_33
12	55665837	61123729	L_36
12	61123729	67181144	L_39
12	67181144	70957987	L_42
12	70957987	76511314	L_45
12	76511314	81467767	L_48
12	81467767	85990426	L_51
12	85990426	94514567	L_54
12	94514567	99305987	L_57
12	99305987	102964986	L_60
12	102964986	106958748	L_63
12	106958748	113263518	L_66
12	113263518	115503216	L_69
12	115503216	119754110	L_72
12	119754110	126445505	L_75
12	126445505	130377921	L_78
12	130377921	133841511	L_81
13	19020013	20686720	M_0
13	20686720	24531937	M_3
13	24531937	29257551	M_6
13	29257551	33776903	M_9
13	33776903	37498185	M_12
13	37498185	43101027	M_15
13	43101027	47431079	M_18
13	47431079	53339622	M_21
13	53339622	57554217	M_24
13	57554217	60854778	M_27
13	60854778	65200602	M_30
13	65200602	71526791	M_33
13	71526791	77410555	M_36
13	77410555	82581814	M_39
13	82581814	88559882	M_42
13	88559882	93586455	M_45
13	93586455	98938919	M_48
13	98938919	104066710	M_51
13	104066710	106750000	M_54
13	106750000	109815112	M_57
13	109815112	113572488	M_60
13	113572488	115109853	M_63
14	19002084	21589402	N_0
14	21589402	26135686	N_3
14	26135686	32383265	N_6
14	32383265	38667725	N_9
14	38667725	43137389	N_12
14	43137389	46749130	N_15
14	46749130	50507760	N_18
14	50507760	53997831	N_21
14	53997831	57481262	N_24
14	57481262	63790015	N_27
14	63790015	67992317	N_30
14	67992317	76444767	N_33
14	76444767	80186579	N_36
14	80186579	84241633	N_39
14	84241633	87635341	N_42
14	87635341	93132299	N_45
14	93132299	96262415	N_48
14	96262415	101534307	N_51
14	101534307	106340358	N_54
14	106340358	107289454	N_57
15	20001200	21131604	O_0
15	21131604	27298112	O_3
15	27298112	31591821	O_6
15	31591821	35083251	O_9
15	35083251	40384132	O_12
15	40384132	44198049	O_15
15	44198049	50008043	O_18
15	50008043	54508528	O_21
15	54508528	58441366	O_24
15	58441366	63215222	O_27
15	63215222	69017999	O_30
15	69017999	73628714	O_33
15	73628714	80860978	O_36
15	80860978	88369943	O_39
15	88369943	93780902	O_42
15	93780902	98030910	O_45
15	98030910	101552694	O_48
15	101552694	102520966	O_51
16	60054	1207206	P_0
16	1207206	5118345	P_3
16	5118345	7529121	P_6
16	7529121	10426032	P_9
16	10426032	13154437	P_12
16	13154437	17644749	P_15
16	17644749	22448904	P_18
16	22448904	27445755	P_21
16	27445755	46399473	P_24
16	46399473	53382572	P_27
16	53382572	59045405	P_30
16	59045405	63691589	P_33
16	63691589	71054028	P_36
16	71054028	75977954	P_39
16	75977954	79134815	P_42
16	79134815	82747728	P_45
16	82747728	85148685	P_48
16	85148685	87647349	P_51
16	87647349	90292812	P_54
17	56	1172399	Q_0
17	1172399	4696261	Q_3
17	4696261	8306425	Q_6
17	8306425	12534769	Q_9
17	12534769	15019097	Q_12
17	15019097	21290357	Q_15
17	21290357	31538425	Q_18
17	31538425	36809344	Q_21
17	36809344	41772087	Q_24
17	41772087	47517400	Q_27
17	47517400	51826118	Q_30
17	51826118	57487512	Q_33
17	57487512	63148128	Q_36
17	63148128	69387817	Q_39
17	69387817	76263413	Q_42
17	76263413	80034408	Q_45
17	80034408	81194908	Q_48
18	10644	912486	R_0
18	912486	5834180	R_3
18	5834180	11075913	R_6
18	11075913	19485844	R_9
18	19485844	24026191	R_12
18	24026191	27866478	R_15
18	27866478	33861964	R_18
18	33861964	37684367	R_21
18	37684367	44299246	R_24
18	44299246	51062185	R_27
18	51062185	56530220	R_30
18	56530220	60277715	R_33
18	60277715	64252801	R_36
18	64252801	68621179	R_39
18	68621179	71971462	R_42
18	71971462	75976317	R_45
18	75976317	78017158	R_48
19	80840	610729	S_0
19	610729	4348967	S_3
19	4348967	8347513	S_6
19	8347513	13471127	S_9
19	13471127	16374416	S_12
19	16374416	20905757	S_15
19	20905757	28557893	S_18
19	28557893	32746520	S_21
19	32746520	37527033	S_24
19	37527033	42131573	S_27
19	42131573	46102697	S_30
19	46102697	51532567	S_33
19	51532567	55728080	S_36
19	55728080	59118839	S_39
20	60479	697600	T_0
20	697600	5477850	T_3
20	5477850	9730921	T_6
20	9730921	13689864	T_9
20	13689864	18972203	T_12
20	18972203	23293790	T_15
20	23293790	31614823	T_18
20	31614823	36909530	T_21
20	36909530	40585689	T_24
20	40585689	44839056	T_27
20	44839056	52472549	T_30
20	52472549	58406572	T_33
20	58406572	62190180	T_36
20	62190180	62965163	T_39
21	9411243	15950982	U_0
21	15950982	20962339	U_3
21	20962339	24696231	U_6
21	24696231	29125226	U_9
21	29125226	34376999	U_12
21	34376999	37870779	U_15
21	37870779	41389527	U_18
21	41389527	46177105	U_21
21	46177105	48119752	U_24
22	16050408	17674295	V_0
22	17674295	22357325	V_3
22	22357325	26791628	V_6
22	26791628	31439918	V_9
22	31439918	35530985	V_12
22	35530985	40545797	V_15
22	40545797	44995308	V_18
22	44995308	48903703	V_21
22	48903703	51243298	V_24
