chrom	start	stop	regid
3	46657500	51832015	C_33
3	51832015	56433907	C_36
3	56433907	62355666	C_39
3	62355666	66270447	C_42
3	66270447	70449028	C_45
3	70449028	75704949	C_48
3	75704949	81427310	C_51
3	81427310	85582231	C_54
3	85582231	94255316	C_57
3	94255316	99373762	C_60
3	99373762	104581613	C_63
3	104581613	110513770	C_66
3	110513770	115447080	C_69
3	115447080	120523055	C_72
3	120523055	124936642	C_75
3	124936642	130244735	C_78
3	130244735	135456906	C_81
3	135456906	141339097	C_84
3	141339097	145664619	C_87
3	145664619	150252004	C_90
3	150252004	154714218	C_93
3	154714218	159477890	C_96
3	159477890	165055469	C_99
3	165055469	170964909	C_102
3	170964909	175116539	C_105
3	175116539	179374586	C_108
3	179374586	185068255	C_111
3	185068255	190226607	C_114
3	190226607	194786674	C_117
3	194786674	197946622	C_120
4	10240	1478711	D_0
4	1478711	4684116	D_3
4	4684116	7539692	D_6
4	7539692	10699152	D_9
4	10699152	15147446	D_12
4	15147446	18841874	D_15
4	18841874	24135529	D_18
4	24135529	27965868	D_21
4	27965868	31782981	D_24
4	31782981	36020436	D_27
4	36020436	40202609	D_30
4	40202609	45189157	D_33
4	45189157	53877433	D_36
4	53877433	58935008	D_39
4	58935008	64341001	D_42
4	64341001	68854765	D_45
4	68854765	74592390	D_48
4	74592390	80990297	D_51
4	80990297	84799656	D_54
4	84799656	89238028	D_57
4	89238028	94233299	D_60
4	94233299	99424067	D_63
4	99424067	105305294	D_66
4	105305294	111256567	D_69
4	111256567	117276929	D_72
4	117276929	120392684	D_75
4	120392684	125210862	D_78
4	125210862	127830293	D_81
4	127830293	131283821	D_84
4	131283821	136566407	D_87
4	136566407	141084631	D_90
4	141084631	148521873	D_93
4	148521873	154477641	D_96
4	154477641	158743718	D_99
4	158743718	163243679	D_102
4	163243679	167018858	D_105
4	167018858	170776510	D_108
4	170776510	176570716	D_111
4	176570716	182066807	D_114
4	182066807	186909090	D_117
4	186909090	191043594	D_120
5	11940	2132442	E_0
5	2132442	5973233	E_3
5	5973233	9718832	E_6
5	9718832	14757804	E_9
5	14757804	19917716	E_12
5	19917716	26184851	E_15
5	26184851	29714820	E_18
5	29714820	35048970	E_21
5	35048970	40287729	E_24
5	40287729	50163398	E_27
5	50163398	55417349	E_30
5	55417349	58524622	E_33
5	58524622	63218987	E_36
5	63218987	67850860	E_39
5	67850860	75798866	E_42
5	75798866	80481471	E_45
5	80481471	85767290	E_48
5	85767290	90422654	E_51
5	90422654	95963519	E_54
5	95963519	101578769	E_57
5	101578769	105893055	E_60
5	105893055	110821144	E_63
5	110821144	114830370	E_66
5	114830370	118608820	E_69
5	118608820	122556905	E_72
5	122556905	127344604	E_75
5	127344604	134777401	E_78
5	134777401	140645971	E_81
5	140645971	147181998	E_84
5	147181998	152867774	E_87
5	152867774	156628700	E_90
5	156628700	161482133	E_93
5	161482133	165642395	E_96
5	165642395	169505664	E_99
5	169505664	173642871	E_102
5	173642871	178413464	E_105
5	178413464	180885156	E_108
6	73924	2458936	F_0
6	2458936	5791472	F_3
6	5791472	9020026	F_6
6	9020026	13209388	F_9
6	13209388	19207487	F_12
6	19207487	23936619	F_15
6	23936619	26791233	F_18
6	26791233	29737971	F_21
6	29737971	32682664	F_24
6	32682664	37572596	F_27
6	37572596	42038721	F_30
6	42038721	47311898	F_33
6	47311898	52210476	F_36
6	52210476	56105313	F_39
6	56105313	63552888	F_42
6	63552888	68849483	F_45
6	68849483	73450097	F_48
6	73450097	78957728	F_51
6	78957728	83127149	F_54
6	83127149	88822140	F_57
6	88822140	93428644	F_60
6	93428644	97093511	F_63
6	97093511	102636772	F_66
6	102636772	107450306	F_69
6	107450306	112345014	F_72
6	112345014	117672972	F_75
6	117672972	120512128	F_78
6	120512128	125424383	F_81
6	125424383	130935454	F_84
6	130935454	136224177	F_87
6	136224177	139845436	F_90
6	139845436	146665424	F_93
6	146665424	151912703	F_96
6	151912703	156763326	F_99
6	156763326	162169564	F_102
6	162169564	165586864	F_105
6	165586864	169382050	F_108
6	169382050	171051270	F_111
7	16161	1353067	G_0
7	1353067	4573428	G_3
7	4573428	6573857	G_6
7	6573857	9987499	G_9
7	9987499	13884202	G_12
7	13884202	19481547	G_15
7	19481547	23471442	G_18
7	23471442	28360309	G_21
7	28360309	36213538	G_24
7	36213538	39862670	G_27
7	39862670	44763828	G_30
7	44763828	49212278	G_33
7	49212278	54222976	G_36
7	54222976	63307359	G_39
7	63307359	68234074	G_42
7	68234074	73334602	G_45
7	73334602	79888069	G_48
7	79888069	85572182	G_51
7	85572182	92493752	G_54
7	92493752	97099570	G_57
7	97099570	101199253	G_60
7	101199253	105682905	G_63
7	105682905	112618684	G_66
7	112618684	118351581	G_69
7	118351581	124156805	G_72
7	124156805	126869221	G_75
7	126869221	132805848	G_78
7	132805848	136876562	G_81
7	136876562	140235210	G_84
7	140235210	144968289	G_87
7	144968289	149840658	G_90
7	149840658	153674019	G_93
7	153674019	157634597	G_96
7	157634597	159128575	G_99
8	10422	1163245	H_0
8	1163245	3392926	H_3
8	3392926	5146927	H_6
8	5146927	9154694	H_9
8	9154694	11278998	H_12
8	11278998	15991660	H_15
8	15991660	19492840	H_18
8	19492840	22897057	H_21
8	22897057	26682525	H_24
8	26682525	31133729	H_27
8	31133729	35317232	H_30
8	35317232	40703337	H_33
8	40703337	46841315	H_36
8	46841315	54418044	H_39
8	54418044	59068651	H_42
8	59068651	63349306	H_45
8	63349306	69863057	H_48
8	69863057	73817199	H_51
8	73817199	79132861	H_54
8	79132861	84225589	H_57
8	84225589	89085481	H_60
8	89085481	95005527	H_63
8	95005527	101620958	H_66
8	101620958	107410754	H_69
8	107410754	110484314	H_72
8	110484314	116096495	H_75
8	116096495	124861459	H_78
8	124861459	128659111	H_81
8	128659111	133351144	H_84
8	133351144	137524151	H_87
8	137524151	143044914	H_90
8	143044914	146303867	H_93
9	10023	1916877	I_0
9	1916877	4884926	I_3
9	4884926	8456299	I_6
9	8456299	12276489	I_9
9	12276489	18661051	I_12
9	18661051	24158518	I_15
9	24158518	28224283	I_18
9	28224283	31310383	I_21
9	31310383	34642243	I_24
9	34642243	65472190	I_27
9	65472190	74253040	I_30
9	74253040	78900183	I_33
9	78900183	82590928	I_36
9	82590928	86938196	I_39
9	86938196	90136246	I_42
9	90136246	96671698	I_45
9	96671698	104624437	I_48
9	104624437	109298754	I_51
9	109298754	114831082	I_54
9	114831082	117921960	I_57
9	117921960	124871322	I_60
9	124871322	130055510	I_63
9	130055510	134127888	I_66
9	134127888	137589364	I_69
9	137589364	141144796	I_72
10	60523	1523544	J_0
10	1523544	4572274	J_3
10	4572274	8774665	J_6
10	8774665	13321600	J_9
10	13321600	18537267	J_12
10	18537267	23175132	J_15
10	23175132	29323236	J_18
10	29323236	31907519	J_21
10	31907519	36572508	J_24
10	36572508	43894771	J_27
10	43894771	50840915	J_30
10	50840915	57031140	J_33
10	57031140	60289987	J_36
10	60289987	63341695	J_39
10	63341695	69900148	J_42
10	69900148	73508512	J_45
10	73508512	80876749	J_48
10	80876749	85458703	J_51
10	85458703	91013381	J_54
10	91013381	95396368	J_57
10	95396368	100241302	J_60
10	100241302	104380410	J_63
10	104380410	110317705	J_66
10	110317705	116421406	J_69
10	116421406	122407323	J_72
10	122407323	125869346	J_75
10	125869346	130844284	J_78
10	130844284	134336329	J_81
10	134336329	135523865	J_84
11	70855	3665481	K_0
11	3665481	7436701	K_3
11	7436701	10952027	K_6
11	10952027	15742552	K_9
11	15742552	21017138	K_12
11	21017138	26045753	K_15
11	26045753	30141357	K_18
11	30141357	35502605	K_21
11	35502605	42310003	K_24
11	42310003	49866050	K_27
11	49866050	58457495	K_30
11	58457495	63804569	K_33
11	63804569	69516130	K_36
11	69516130	74412351	K_39
11	74412351	80722373	K_42
11	80722373	86619301	K_45
11	86619301	90966490	K_48
11	90966490	94242260	K_51
11	94242260	98705065	K_54
11	98705065	103959636	K_57
11	103959636	107844200	K_60
11	107844200	111114397	K_63
11	111114397	114830666	K_66
11	114830666	119215476	K_69
11	119215476	122591910	K_72
11	122591910	126311320	K_75
11	126311320	130342575	K_78
11	130342575	134205993	K_81
11	134205993	134946452	K_84
12	61107	2544786	L_0
12	2544786	5321472	L_3
12	5321472	9031395	L_6
12	9031395	12733528	L_9
12	12733528	18087873	L_12
12	18087873	25371083	L_15
12	25371083	30512406	L_18
12	30512406	37856717	L_21
12	37856717	41658586	L_24
12	41658586	47714793	L_27
12	47714793	53039004	L_30
12	53039004	57548860	L_33
12	57548860	64032461	L_36
12	64032461	67909729	L_39
12	67909729	72645075	L_42
12	72645075	78570570	L_45
12	78570570	83502666	L_48
12	83502666	89682122	L_51
12	89682122	96020785	L_54
12	96020785	101447641	L_57
12	101447641	104848696	L_60
12	104848696	109025901	L_63
12	109025901	113986709	L_66
12	113986709	117087471	L_69
12	117087471	122007651	L_72
12	122007651	127875098	L_75
12	127875098	131786751	L_78
12	131786751	133841511	L_81
13	19020013	22242174	M_0
13	22242174	25784362	M_3
13	25784362	30483267	M_6
13	30483267	35026464	M_9
13	35026464	38878163	M_12
13	38878163	44901409	M_15
13	44901409	49383962	M_18
13	49383962	54682864	M_21
13	54682864	58410626	M_24
13	58410626	61591949	M_27
13	61591949	67844453	M_30
13	67844453	73934089	M_33
13	73934089	78808813	M_36
13	78808813	84133144	M_39
13	84133144	90521311	M_42
13	90521311	96087558	M_45
13	96087558	100574095	M_48
13	100574095	104844114	M_51
13	104844114	108189877	M_54
13	108189877	111232073	M_57
13	111232073	115109853	M_60
14	19002084	23018665	N_0
14	23018665	28466533	N_3
14	28466533	34846251	N_6
14	34846251	40341990	N_9
14	40341990	44543227	N_12
14	44543227	48573586	N_15
14	48573586	51493572	N_18
14	51493572	55233681	N_21
14	55233681	59448336	N_24
14	59448336	65220298	N_27
14	65220298	71131957	N_30
14	71131957	77229472	N_33
14	77229472	81579714	N_36
14	81579714	85746319	N_39
14	85746319	89497643	N_42
14	89497643	94325285	N_45
14	94325285	98341162	N_48
14	98341162	103012102	N_51
14	103012102	107289454	N_54
15	20001200	24195127	O_0
15	24195127	29338502	O_3
15	29338502	32441811	O_6
15	32441811	37456502	O_9
15	37456502	41177514	O_12
15	41177514	46618787	O_15
15	46618787	51677560	O_18
15	51677560	55136269	O_21
15	55136269	59694116	O_24
15	59694116	65104668	O_27
15	65104668	70133341	O_30
15	70133341	76398624	O_33
15	76398624	84260468	O_36
15	84260468	90475551	O_39
15	90475551	94924330	O_42
15	94924330	99244059	O_45
15	99244059	102520966	O_48
16	60054	2764829	P_0
16	2764829	5891580	P_3
16	5891580	8338519	P_6
16	8338519	11520161	P_9
16	11520161	14464002	P_12
16	14464002	18643607	P_15
16	18643607	24136875	P_18
16	24136875	29036613	P_21
16	29036613	49007926	P_24
16	49007926	55903774	P_27
16	55903774	60745694	P_30
16	60745694	65938566	P_33
16	65938566	72935150	P_36
16	72935150	77523678	P_39
16	77523678	80297374	P_42
16	80297374	83477208	P_45
16	83477208	86156599	P_48
16	86156599	89041165	P_51
16	89041165	90292812	P_54
17	56	1928731	Q_0
17	1928731	5741334	Q_3
17	5741334	9965921	Q_6
17	9965921	13180372	Q_9
17	13180372	16412342	Q_12
17	16412342	27334244	Q_15
17	27334244	32912798	Q_18
17	32912798	38877404	Q_21
17	38877404	43056905	Q_24
17	43056905	49898957	Q_27
17	49898957	53599432	Q_30
17	53599432	59312755	Q_33
17	59312755	64800430	Q_36
17	64800430	72672203	Q_39
17	72672203	77298636	Q_42
17	77298636	81194908	Q_45
18	10644	1942911	R_0
18	1942911	7090485	R_3
18	7090485	11905440	R_6
18	11905440	20649472	R_9
18	20649472	25927682	R_12
18	25927682	30264066	R_15
18	30264066	35075250	R_18
18	35075250	39892648	R_21
18	39892648	45939732	R_24
18	45939732	51554175	R_27
18	51554175	57630483	R_30
18	57630483	61820252	R_33
18	61820252	66125817	R_36
18	66125817	69621618	R_39
18	69621618	73526987	R_42
18	73526987	77149991	R_45
18	77149991	78017158	R_48
19	80840	2098396	S_0
19	2098396	5811852	S_3
19	5811852	9238393	S_6
19	9238393	14486347	S_9
19	14486347	18409862	S_12
19	18409862	22732896	S_15
19	22732896	29790947	S_18
19	29790947	34262952	S_21
19	34262952	40170619	S_24
19	40170619	43862455	S_27
19	43862455	47150082	S_30
19	47150082	52985290	S_33
19	52985290	57521335	S_36
19	57521335	59118839	S_39
20	60479	2469501	T_0
20	2469501	7084073	T_3
20	7084073	11249536	T_6
20	11249536	15958359	T_9
20	15958359	20959710	T_12
20	20959710	24717724	T_15
20	24717724	32813441	T_18
20	32813441	38436761	T_21
20	38436761	41615460	T_24
20	41615460	47199980	T_27
20	47199980	54055266	T_30
20	54055266	59561724	T_33
20	59561724	62965163	T_36
21	9411243	18053165	U_0
21	18053165	22072764	U_3
21	22072764	26469122	U_6
21	26469122	31197025	U_9
21	31197025	35225465	U_12
21	35225465	38711704	U_15
21	38711704	43321528	U_18
21	43321528	47492226	U_21
21	47492226	48119752	U_24
22	16050408	18296088	V_0
22	18296088	23712647	V_3
22	23712647	27834752	V_6
22	27834752	32664986	V_9
22	32664986	37570269	V_12
22	37570269	42690818	V_15
22	42690818	46470495	V_18
22	46470495	49824534	V_21
22	49824534	51243298	V_24
