chrom	start	stop	regid
1	208410364	210787750	107
1	210787750	212842330	108
1	212842330	214578266	109
1	214578266	216243634	110
1	216243634	218705513	111
1	218705513	219590571	112
1	219590571	221858231	113
1	221858231	222230220	114
1	222230220	224938520	115
1	224938520	226810860	116
1	226810860	229156248	117
1	229156248	230685255	118
1	230685255	232090252	119
1	232090252	233429284	120
1	233429284	234599434	121
1	234599434	235819436	122
1	235819436	237555628	123
1	237555628	238567807	124
1	238567807	239925314	125
1	239925314	240564091	126
1	240564091	241582220	127
1	241582220	242071602	128
1	242071602	244109499	129
1	244109499	245506746	130
1	245506746	247344518	131
1	247344518	249239466	132
2	10133	1781022	133
2	1781022	3973779	134
2	3973779	5708337	135
2	5708337	6836254	136
2	6836254	8422147	137
2	8422147	10298469	138
2	10298469	12419150	139
2	12419150	14335308	140
2	14335308	16329735	141
2	16329735	18647423	142
2	18647423	19692404	143
2	19692404	21050490	144
2	21050490	23341383	145
2	23341383	24686918	146
2	24686918	26894985	147
2	26894985	28598777	148
2	28598777	29217559	149
2	29217559	30463711	150
2	30463711	31550450	151
2	31550450	33363777	152
2	33363777	35345028	153
2	35345028	36122006	154
2	36122006	38132712	155
2	38132712	39031337	156
2	39031337	40281483	157
2	40281483	43309590	158
2	43309590	44313803	159
2	44313803	46482634	160
2	46482634	47318772	161
2	47318772	48213001	162
2	48213001	50022257	163
2	50022257	50818928	164
2	50818928	52491133	165
2	52491133	53508452	166
2	53508452	54685226	167
2	54685226	56203345	168
2	56203345	57429100	169
2	57429100	58297315	170
2	58297315	60292000	171
2	60292000	62429044	172
2	62429044	64625913	173
2	64625913	65933444	174
2	65933444	67226166	175
2	67226166	68010176	176
2	68010176	69139564	177
2	69139564	70755198	178
2	70755198	73174848	179
2	73174848	75630086	180
2	75630086	76913661	181
2	76913661	78079264	182
2	78079264	80050403	183
2	80050403	81620841	184
2	81620841	85140680	185
2	85140680	88038507	186
2	88038507	89154526	187
2	89154526	95326452	188
2	95326452	98995201	189
2	98995201	101822329	190
2	101822329	102688765	191
2	102688765	103588215	192
2	103588215	105125034	193
2	105125034	106210058	194
2	106210058	107408267	195
2	107408267	108429177	196
2	108429177	110572432	197
2	110572432	113921856	198
2	113921856	116772470	199
2	116772470	118367466	200
2	118367466	121303783	201
2	121303783	123302906	202
2	123302906	124732250	203
2	124732250	125840921	204
2	125840921	127373764	205
2	127373764	128034347	206
2	128034347	129474441	207
2	129474441	130067170	208
2	130067170	130658085	209
2	130658085	133042784	210
2	133042784	135158578	211
2	135158578	137042794	212
2	137042794	138698117	213
2	138698117	140100271	214
2	140100271	141805351	215
2	141805351	142518602	216
2	142518602	144519484	217
2	144519484	146445570	218
2	146445570	147277162	219
2	147277162	150210292	220
2	150210292	151731462	221
2	151731462	152486782	222
2	152486782	154005056	223
2	154005056	155391135	224
2	155391135	157560635	225
2	157560635	158533218	226
2	158533218	159577082	227
2	159577082	161769733	228
2	161769733	163503551	229
2	163503551	164466638	230
2	164466638	165178840	231
2	165178840	167160270	232
2	167160270	167355970	233
2	167355970	169968236	234
2	169968236	171226245	235
2	171226245	173138905	236
2	173138905	175588929	237
2	175588929	177363636	238
2	177363636	178553183	239
2	178553183	181312739	240
2	181312739	182266031	241
2	182266031	184357608	242
2	184357608	185280173	243
2	185280173	189882065	244
2	189882065	191973357	245
2	191973357	195861164	246
2	195861164	196447456	247
2	196447456	198078110	248
2	198078110	199311125	249
2	199311125	201576284	250
2	201576284	202818637	251
2	202818637	205799241	252
2	205799241	206735704	253
2	206735704	208645399	254
2	208645399	209941529	255
2	209941529	212379518	256
2	212379518	214014282	257
2	214014282	215573795	258
2	215573795	217715661	259
2	217715661	218395480	260
2	218395480	220454551	261
2	220454551	222521176	262
2	222521176	224859419	263
2	224859419	225840004	264
2	225840004	228119842	265
2	228119842	229370787	266
2	229370787	231843389	267
2	231843389	233550003	268
2	233550003	235150987	269
2	235150987	236043550	270
2	236043550	237449032	271
2	237449032	238760981	272
2	238760981	239952643	273
2	239952643	241560084	274
2	241560084	242149921	275
2	242149921	243188920	276
3	60157	1441779	277
3	1441779	2992120	278
3	2992120	4431647	279
3	4431647	6083183	280
3	6083183	7083387	281
3	7083387	8648561	282
3	8648561	9543183	283
3	9543183	11019665	284
3	11019665	13070799	285
3	13070799	14816900	286
3	14816900	16282442	287
3	16282442	17891118	288
3	17891118	19125144	289
3	19125144	20091348	290
3	20091348	21643707	291
3	21643707	22204244	292
3	22204244	23804865	293
3	23804865	25461558	294
3	25461558	26877769	295
3	26877769	27840910	296
3	27840910	29142260	297
3	29142260	30717955	298
3	30717955	32351715	299
3	32351715	33255592	300
3	33255592	35283458	301
3	35283458	36486842	302
3	36486842	38356116	303
3	38356116	40221298	304
3	40221298	41064528	305
3	41064528	42540002	306
3	42540002	45165153	307
3	45165153	46657500	308
3	46657500	47727212	309
3	47727212	49316972	310
3	49316972	51832015	311
3	51832015	54081390	312
3	54081390	55348860	313
3	55348860	56433907	314
3	56433907	58157519	315
3	58157519	60272906	316
3	60272906	62355666	317
3	62355666	63669286	318
3	63669286	65273538	319
3	65273538	66270447	320
3	66270447	68286914	321
3	68286914	69276762	322
3	69276762	70449028	323
3	70449028	72529329	324
3	72529329	74321817	325
3	74321817	75704949	326
3	75704949	77508835	327
3	77508835	79024541	328
3	79024541	81427310	329
3	81427310	82643886	330
3	82643886	84367479	331
3	84367479	85582231	332
3	85582231	87409732	333
3	87409732	88298373	334
3	88298373	94255316	335
3	94255316	95311971	336
3	95311971	98215950	337
3	98215950	99373762	338
3	99373762	100592217	339
3	100592217	103084960	340
3	103084960	104581613	341
3	104581613	106982811	342
3	106982811	109522395	343
3	109522395	110513770	344
3	110513770	112815699	345
3	112815699	113947863	346
3	113947863	115447080	347
3	115447080	116800153	348
3	116800153	118530251	349
3	118530251	120523055	350
3	120523055	121974097	351
3	121974097	123517768	352
3	123517768	124936642	353
3	124936642	126214943	354
3	126214943	128194861	355
3	128194861	130244735	356
3	130244735	131836516	357
3	131836516	133252173	358
3	133252173	135456906	359
3	135456906	137371083	360
3	137371083	139954597	361
3	139954597	141339097	362
3	141339097	143164628	363
3	143164628	144410816	364
3	144410816	145664619	365
3	145664619	146726629	366
3	146726629	149043237	367
3	149043237	150252004	368
3	150252004	151348730	369
3	151348730	153256571	370
3	153256571	154714218	371
3	154714218	156008700	372
3	156008700	157312028	373
3	157312028	159477890	374
3	159477890	161524504	375
3	161524504	163253205	376
3	163253205	165055469	377
3	165055469	167117429	378
3	167117429	168580960	379
3	168580960	170964909	380
3	170964909	172295731	381
3	172295731	173477285	382
3	173477285	175116539	383
3	175116539	176320287	384
3	176320287	178107165	385
3	178107165	179374586	386
3	179374586	181511166	387
3	181511166	183769683	388
3	183769683	185068255	389
3	185068255	186890344	390
3	186890344	188856214	391
3	188856214	190226607	392
3	190226607	192343814	393
3	192343814	194059671	394
3	194059671	194786674	395
3	194786674	195971408	396
3	195971408	197075987	397
3	197075987	197946622	398
4	10240	694715	399
4	694715	1478711	400
4	1478711	2842979	401
4	2842979	3846040	402
4	3846040	4684116	403
4	4684116	5502388	404
4	5502388	6773043	405
4	6773043	7539692	406
4	7539692	8152235	407
4	8152235	9326479	408
4	9326479	10699152	409
4	10699152	12323034	410
4	12323034	14272001	411
4	14272001	15147446	412
4	15147446	15927009	413
4	15927009	17383322	414
4	17383322	18841874	415
4	18841874	20544557	416
4	20544557	22319347	417
4	22319347	24135529	418
4	24135529	25609322	419
4	25609322	27343722	420
4	27343722	27965868	421
4	27965868	29762208	422
4	29762208	30454535	423
4	30454535	31782981	424
4	31782981	33172766	425
4	33172766	35151415	426
4	35151415	36020436	427
4	36020436	37255047	428
4	37255047	38907022	429
4	38907022	40202609	430
4	40202609	42213058	431
4	42213058	43965045	432
4	43965045	45189157	433
4	45189157	47411896	434
4	47411896	48123600	435
4	48123600	53877433	436
4	53877433	55429556	437
4	55429556	56547644	438
4	56547644	58935008	439
4	58935008	60741087	440
4	60741087	62371763	441
4	62371763	64341001	442
4	64341001	66600492	443
4	66600492	68059497	444
4	68059497	68854765	445
4	68854765	71049152	446
4	71049152	72140558	447
4	72140558	74592390	448
4	74592390	77130707	449
4	77130707	79093979	450
4	79093979	80990297	451
4	80990297	82125315	452
4	82125315	83372593	453
4	83372593	84799656	454
4	84799656	86930609	455
4	86930609	87534648	456
4	87534648	89238028	457
4	89238028	90231564	458
4	90231564	91560677	459
4	91560677	94233299	460
4	94233299	96182188	461
4	96182188	97540703	462
4	97540703	99424067	463
4	99424067	100678360	464
4	100678360	103221356	465
4	103221356	105305294	466
4	105305294	107501305	467
4	107501305	108815348	468
4	108815348	111256567	469
4	111256567	113870102	470
4	113870102	115666246	471
4	115666246	117276929	472
4	117276929	118479918	473
4	118479918	119933512	474
4	119933512	120392684	475
4	120392684	122657987	476
4	122657987	124286481	477
4	124286481	125210862	478
4	125210862	126480886	479
4	126480886	127275477	480
4	127275477	127830293	481
4	127830293	128996665	482
4	128996665	130591885	483
4	130591885	131283821	484
4	131283821	132954033	485
4	132954033	134628434	486
4	134628434	136566407	487
4	136566407	138541971	488
4	138541971	139556511	489
4	139556511	141084631	490
4	141084631	143443265	491
4	143443265	146178187	492
4	146178187	148521873	493
4	148521873	150683580	494
4	150683580	152782184	495
4	152782184	154477641	496
4	154477641	155056126	497
4	155056126	157485097	498
4	157485097	158743718	499
4	158743718	161058864	500
4	161058864	161826435	501
4	161826435	163243679	502
4	163243679	164478234	503
4	164478234	165823448	504
4	165823448	167018858	505
4	167018858	167852917	506
4	167852917	169676825	507
4	169676825	170776510	508
4	170776510	172558635	509
4	172558635	174264132	510
4	174264132	176570716	511
4	176570716	178991910	512
4	178991910	180122043	513
4	180122043	182066807	514
4	182066807	183371275	515
4	183371275	184929455	516
4	184929455	186909090	517
4	186909090	188472981	518
4	188472981	189693511	519
4	189693511	191043594	520
5	11940	982252	521
5	982252	2132442	522
5	2132442	3361941	523
5	3361941	4632110	524
5	4632110	5973233	525
5	5973233	7143218	526
5	7143218	8446336	527
5	8446336	9718832	528
5	9718832	11173271	529
5	11173271	13464832	530
5	13464832	14757804	531
5	14757804	16963613	532
5	16963613	18051592	533
5	18051592	19917716	534
5	19917716	22152073	535
5	22152073	23494324	536
5	23494324	26184851	537
5	26184851	26857604	538
5	26857604	27984513	539
5	27984513	29714820	540
5	29714820	31390249	541
5	31390249	33500180	542
5	33500180	35048970	543
5	35048970	36433954	544
5	36433954	38802410	545
5	38802410	40287729	546
5	40287729	41888710	547
5	41888710	43983499	548
5	43983499	50163398	549
5	50163398	52134622	550
5	52134622	53703044	551
5	53703044	55417349	552
5	55417349	56621102	553
5	56621102	57340073	554
5	57340073	58524622	555
5	58524622	60935907	556
5	60935907	61672995	557
5	61672995	63218987	558
5	63218987	63968304	559
5	63968304	65911286	560
5	65911286	67850860	561
5	67850860	71240456	562
5	71240456	73759326	563
5	73759326	75798866	564
5	75798866	77623332	565
5	77623332	79393144	566
5	79393144	80481471	567
5	80481471	82025648	568
5	82025648	83972689	569
5	83972689	85767290	570
5	85767290	87389991	571
5	87389991	88891530	572
5	88891530	90422654	573
5	90422654	91840542	574
5	91840542	93809984	575
5	93809984	95963519	576
5	95963519	97315601	577
5	97315601	99260992	578
5	99260992	101578769	579
5	101578769	103320005	580
5	103320005	104851483	581
5	104851483	105893055	582
5	105893055	107264196	583
5	107264196	108633934	584
5	108633934	110821144	585
5	110821144	111981562	586
5	111981562	113396285	587
5	113396285	114830370	588
5	114830370	115831047	589
5	115831047	117346213	590
5	117346213	118608820	591
5	118608820	119669042	592
5	119669042	120452166	593
5	120452166	122556905	594
5	122556905	123798100	595
5	123798100	125785649	596
5	125785649	127344604	597
5	127344604	129519025	598
5	129519025	132139649	599
5	132139649	134777401	600
5	134777401	136376050	601
5	136376050	139265072	602
5	139265072	140645971	603
5	140645971	142981248	604
5	142981248	144943354	605
5	144943354	147181998	606
5	147181998	148662624	607
5	148662624	150561298	608
5	150561298	152867774	609
5	152867774	153773088	610
5	153773088	155373505	611
5	155373505	156628700	612
5	156628700	158825698	613
5	158825698	159973944	614
5	159973944	161482133	615
5	161482133	162743908	616
5	162743908	163771582	617
5	163771582	165642395	618
5	165642395	166847740	619
5	166847740	168525318	620
5	168525318	169505664	621
5	169505664	171074292	622
5	171074292	172678327	623
5	172678327	173642871	624
5	173642871	175450595	625
5	175450595	177251507	626
5	177251507	178413464	627
5	178413464	179401244	628
5	179401244	180559933	629
5	180559933	180885156	630
6	73924	1452362	631
6	1452362	2458936	632
6	2458936	3573593	633
6	3573593	4617817	634
6	4617817	5791472	635
6	5791472	6785207	636
6	6785207	7808936	637
6	7808936	9020026	638
6	9020026	10540317	639
6	10540317	11790816	640
6	11790816	13209388	641
6	13209388	14802924	642
6	14802924	17386405	643
6	17386405	19207487	644
6	19207487	21684065	645
6	21684065	22748307	646
6	22748307	23936619	647
6	23936619	24852275	648
6	24852275	25684587	649
6	25684587	26791233	650
6	26791233	28017819	651
6	28017819	28917608	652
6	28917608	29737971	653
6	29737971	30798168	654
6	30798168	31571218	655
6	31571218	32682664	656
6	32682664	33236497	657
6	33236497	35455756	658
6	35455756	37572596	659
6	37572596	39295677	660
6	39295677	40345115	661
6	40345115	42038721	662
6	42038721	43756169	663
6	43756169	45406563	664
6	45406563	47311898	665
6	47311898	48391125	666
6	48391125	50386145	667
6	50386145	52210476	668
6	52210476	53279102	669
6	53279102	55468270	670
6	55468270	56105313	671
6	56105313	57599465	672
6	57599465	61880512	673
6	61880512	63552888	674
6	63552888	65765742	675
6	65765742	67329215	676
6	67329215	68849483	677
6	68849483	69523448	678
6	69523448	71609510	679
6	71609510	73450097	680
6	73450097	75462003	681
6	75462003	77414881	682
6	77414881	78957728	683
6	78957728	80691170	684
6	80691170	81929222	685
6	81929222	83127149	686
6	83127149	85209989	687
6	85209989	87069500	688
6	87069500	88822140	689
6	88822140	89973052	690
6	89973052	91843196	691
6	91843196	93428644	692
6	93428644	94118142	693
6	94118142	94441175	694
6	94441175	97093511	695
6	97093511	97842284	696
6	97842284	100630146	697
6	100630146	102636772	698
6	102636772	103983395	699
6	103983395	106056733	700
6	106056733	107450306	701
6	107450306	108464380	702
6	108464380	110304247	703
6	110304247	112345014	704
6	112345014	114220833	705
6	114220833	116131396	706
6	116131396	117672972	707
6	117672972	118963115	708
6	118963115	119963278	709
6	119963278	120512128	710
6	120512128	121905676	711
6	121905676	123856181	712
6	123856181	125424383	713
6	125424383	127540461	714
6	127540461	129861031	715
6	129861031	130935454	716
6	130935454	132765669	717
6	132765669	134244243	718
6	134244243	136224177	719
6	136224177	137614218	720
6	137614218	138822629	721
6	138822629	139845436	722
6	139845436	142288479	723
6	142288479	145319810	724
6	145319810	146665424	725
6	146665424	148920352	726
6	148920352	150253404	727
6	150253404	151912703	728
6	151912703	153094496	729
6	153094496	154974120	730
6	154974120	156763326	731
6	156763326	158218719	732
6	158218719	160580497	733
6	160580497	162169564	734
6	162169564	162931203	735
6	162931203	164383521	736
6	164383521	165586864	737
6	165586864	167024733	738
6	167024733	168042835	739
6	168042835	169382050	740
6	169382050	170330173	741
6	170330173	171051270	742
7	16161	972752	743
7	972752	1353067	744
7	1353067	2062398	745
7	2062398	2772227	746
7	2772227	4573428	747
7	4573428	5416232	748
7	5416232	5854526	749
7	5854526	6573857	750
7	6573857	7808752	751
7	7808752	9123423	752
7	9123423	9987499	753
7	9987499	11299198	754
7	11299198	12635461	755
7	12635461	13884202	756
7	13884202	15143657	757
7	15143657	16902069	758
7	16902069	19481547	759
7	19481547	20124908	760
7	20124908	22507629	761
7	22507629	23471442	762
7	23471442	25077259	763
7	25077259	25909555	764
7	25909555	28360309	765
7	28360309	31137289	766
7	31137289	33555768	767
7	33555768	36213538	768
7	36213538	37555184	769
7	37555184	38966703	770
7	38966703	39862670	771
7	39862670	42001811	772
7	42001811	43159074	773
7	43159074	44763828	774
7	44763828	45952922	775
7	45952922	46986720	776
7	46986720	49212278	777
7	49212278	51675322	778
7	51675322	53176312	779
7	53176312	54222976	780
7	54222976	55691584	781
7	55691584	57382638	782
7	57382638	63307359	783
7	63307359	63641125	784
7	63641125	65689809	785
7	65689809	68234074	786
7	68234074	69085364	787
7	69085364	71874885	788
7	71874885	73334602	789
7	73334602	76458564	790
7	76458564	78093859	791
7	78093859	79888069	792
7	79888069	82022686	793
7	82022686	83801203	794
7	83801203	85572182	795
7	85572182	87825004	796
7	87825004	90661784	797
7	90661784	92493752	798
7	92493752	93966601	799
7	93966601	96073508	800
7	96073508	97099570	801
7	97099570	98715474	802
7	98715474	100196651	803
7	100196651	101199253	804
7	101199253	103197510	805
7	103197510	104159525	806
7	104159525	105682905	807
7	105682905	107780178	808
7	107780178	109647594	809
7	109647594	112618684	810
7	112618684	113712387	811
7	113712387	116780178	812
7	116780178	118351581	813
7	118351581	121045273	814
7	121045273	121933630	815
7	121933630	124156805	816
7	124156805	124167552	817
7	124167552	126519170	818
7	126519170	126869221	819
7	126869221	128778386	820
7	128778386	130422414	821
7	130422414	132805848	822
7	132805848	134307596	823
7	134307596	135591083	824
7	135591083	136876562	825
7	136876562	138744679	826
7	138744679	139933177	827
7	139933177	140235210	828
7	140235210	141226557	829
7	141226557	142656310	830
7	142656310	144968289	831
7	144968289	146427960	832
7	146427960	147815318	833
7	147815318	149840658	834
7	149840658	150711505	835
7	150711505	152249806	836
7	152249806	153674019	837
7	153674019	154964730	838
7	154964730	156065250	839
7	156065250	157634597	840
7	157634597	159128575	841
8	10422	1044217	842
8	1044217	1163245	843
8	1163245	2042942	844
8	2042942	2573279	845
8	2573279	3392926	846
8	3392926	3783017	847
8	3783017	4480476	848
8	4480476	5146927	849
8	5146927	6142797	850
8	6142797	7153079	851
8	7153079	9154694	852
8	9154694	9640787	853
8	9640787	10463197	854
8	10463197	11278998	855
8	11278998	13491775	856
8	13491775	13944992	857
8	13944992	15991660	858
8	15991660	17387876	859
8	17387876	17836399	860
8	17836399	19492840	861
8	19492840	20060856	862
8	20060856	21661737	863
8	21661737	22897057	864
8	22897057	24674718	865
8	24674718	25483454	866
8	25483454	26682525	867
8	26682525	28162392	868
8	28162392	29327896	869
8	29327896	31133729	870
8	31133729	31548360	871
8	31548360	32977218	872
8	32977218	35317232	873
8	35317232	37379389	874
8	37379389	38938806	875
8	38938806	40703337	876
8	40703337	41721454	877
8	41721454	42773823	878
8	42773823	46841315	879
8	46841315	50082470	880
8	50082470	53302930	881
8	53302930	54418044	882
8	54418044	55945581	883
8	55945581	56956383	884
8	56956383	59068651	885
8	59068651	59728100	886
8	59728100	62329099	887
8	62329099	63349306	888
8	63349306	65232872	889
8	65232872	66489090	890
8	66489090	69863057	891
8	69863057	70867979	892
8	70867979	72289454	893
8	72289454	73817199	894
8	73817199	75445064	895
8	75445064	76456542	896
8	76456542	79132861	897
8	79132861	81956395	898
8	81956395	82693739	899
8	82693739	84225589	900
8	84225589	85955619	901
8	85955619	87411709	902
8	87411709	89085481	903
8	89085481	90638162	904
8	90638162	93554386	905
8	93554386	95005527	906
8	95005527	96534806	907
8	96534806	99401581	908
8	99401581	101620958	909
8	101620958	104123306	910
8	104123306	104988752	911
8	104988752	107410754	912
8	107410754	108648177	913
8	108648177	109248173	914
8	109248173	110484314	915
8	110484314	111850847	916
8	111850847	113064320	917
8	113064320	116096495	918
8	116096495	119685457	919
8	119685457	121201700	920
8	121201700	124861459	921
8	124861459	125683719	922
8	125683719	126410917	923
8	126410917	128659111	924
8	128659111	130381139	925
8	130381139	131639625	926
8	131639625	133351144	927
8	133351144	134570001	928
8	134570001	136035605	929
8	136035605	137524151	930
8	137524151	139254830	931
8	139254830	140725643	932
8	140725643	143044914	933
8	143044914	144236881	934
8	144236881	146303867	935
9	10023	1079707	936
9	1079707	1916877	937
9	1916877	3190064	938
9	3190064	4495328	939
9	4495328	4884926	940
9	4884926	6557589	941
9	6557589	7154923	942
9	7154923	8456299	943
9	8456299	9166403	944
9	9166403	10879253	945
9	10879253	12276489	946
9	12276489	14836363	947
9	14836363	16659655	948
9	16659655	18661051	949
9	18661051	20463534	950
9	20463534	22206559	951
9	22206559	24158518	952
9	24158518	25330810	953
9	25330810	26111757	954
9	26111757	28224283	955
9	28224283	28811584	956
9	28811584	30387392	957
9	30387392	31310383	958
9	31310383	32019368	959
9	32019368	33578334	960
9	33578334	34642243	961
9	34642243	36743283	962
9	36743283	38641599	963
9	38641599	65472190	964
9	65472190	72512711	965
9	72512711	72753755	966
9	72753755	74253040	967
9	74253040	76203946	968
9	76203946	76973081	969
9	76973081	78900183	970
9	78900183	79471208	971
9	79471208	81079055	972
9	81079055	82590928	973
9	82590928	84211233	974
9	84211233	85440801	975
9	85440801	86938196	976
9	86938196	88109333	977
9	88109333	88590417	978
9	88590417	90136246	979
9	90136246	92528698	980
9	92528698	94167203	981
9	94167203	96671698	982
9	96671698	98922040	983
9	98922040	101592859	984
9	101592859	104624437	985
9	104624437	105967976	986
9	105967976	107581749	987
9	107581749	109298754	988
9	109298754	110695062	989
9	110695062	112778024	990
9	112778024	114831082	991
9	114831082	115693145	992
9	115693145	117019801	993
9	117019801	117921960	994
9	117921960	121321537	995
9	121321537	122260297	996
9	122260297	124871322	997
9	124871322	126971887	998
9	126971887	129059665	999
9	129059665	130055510	1000
9	130055510	132165470	1001
9	132165470	133223217	1002
9	133223217	134127888	1003
9	134127888	135298842	1004
9	135298842	137041122	1005
9	137041122	137589364	1006
9	137589364	138938978	1007
9	138938978	139500342	1008
9	139500342	141144796	1009
10	60523	751339	1010
10	751339	1523544	1011
10	1523544	2254500	1012
10	2254500	3352699	1013
10	3352699	4572274	1014
10	4572274	5983762	1015
10	5983762	7171484	1016
10	7171484	8774665	1017
10	8774665	10249396	1018
10	10249396	12586797	1019
10	12586797	13321600	1020
10	13321600	15026068	1021
10	15026068	16551767	1022
10	16551767	18537267	1023
10	18537267	19716878	1024
10	19716878	22772283	1025
10	22772283	23175132	1026
10	23175132	25578596	1027
10	25578596	26888684	1028
10	26888684	29323236	1029
10	29323236	29783692	1030
10	29783692	30458838	1031
10	30458838	31907519	1032
10	31907519	33707968	1033
10	33707968	35109355	1034
10	35109355	36572508	1035
10	36572508	37790029	1036
10	37790029	42372579	1037
10	42372579	43894771	1038
10	43894771	44730075	1039
10	44730075	48760450	1040
10	48760450	50840915	1041
10	50840915	53616629	1042
10	53616629	55103572	1043
10	55103572	57031140	1044
10	57031140	57662146	1045
10	57662146	58959528	1046
10	58959528	60289987	1047
10	60289987	61891409	1048
10	61891409	62659679	1049
10	62659679	63341695	1050
10	63341695	65794114	1051
10	65794114	67549615	1052
10	67549615	69900148	1053
10	69900148	70195991	1054
10	70195991	72220850	1055
10	72220850	73508512	1056
10	73508512	75422550	1057
10	75422550	78706814	1058
10	78706814	80876749	1059
10	80876749	82414679	1060
10	82414679	84383745	1061
10	84383745	85458703	1062
10	85458703	87937577	1063
10	87937577	89127064	1064
10	89127064	91013381	1065
10	91013381	92006581	1066
10	92006581	93335047	1067
10	93335047	95396368	1068
10	95396368	96221243	1069
10	96221243	97822357	1070
10	97822357	100241302	1071
10	100241302	100668400	1072
10	100668400	102949239	1073
10	102949239	104380410	1074
10	104380410	106695048	1075
10	106695048	108726686	1076
10	108726686	110317705	1077
10	110317705	112561493	1078
10	112561493	115328432	1079
10	115328432	116421406	1080
10	116421406	119523934	1081
10	119523934	120591353	1082
10	120591353	122407323	1083
10	122407323	123231465	1084
10	123231465	123900545	1085
10	123900545	125869346	1086
10	125869346	128001098	1087
10	128001098	129154362	1088
10	129154362	130844284	1089
10	130844284	131741327	1090
10	131741327	132580245	1091
10	132580245	134336329	1092
10	134336329	134494673	1093
10	134494673	135523865	1094
11	70855	1213590	1095
11	1213590	3665481	1096
11	3665481	4746709	1097
11	4746709	6322869	1098
11	6322869	7436701	1099
11	7436701	8333274	1100
11	8333274	9087317	1101
11	9087317	10952027	1102
11	10952027	12564229	1103
11	12564229	13373124	1104
11	13373124	15742552	1105
11	15742552	17578402	1106
11	17578402	19569535	1107
11	19569535	21017138	1108
11	21017138	22374142	1109
11	22374142	24088517	1110
11	24088517	26045753	1111
11	26045753	27020461	1112
11	27020461	28481593	1113
11	28481593	30141357	1114
11	30141357	32276901	1115
11	32276901	33958739	1116
11	33958739	35502605	1117
11	35502605	37116815	1118
11	37116815	39382003	1119
11	39382003	42310003	1120
11	42310003	44693799	1121
11	44693799	47006137	1122
11	47006137	49866050	1123
11	49866050	54695473	1124
11	54695473	55082657	1125
11	55082657	58457495	1126
11	58457495	58780549	1127
11	58780549	62223771	1128
11	62223771	63804569	1129
11	63804569	65898631	1130
11	65898631	68005825	1131
11	68005825	69516130	1132
11	69516130	70926292	1133
11	70926292	72286017	1134
11	72286017	74412351	1135
11	74412351	76797209	1136
11	76797209	78355058	1137
11	78355058	80722373	1138
11	80722373	81266712	1139
11	81266712	84381272	1140
11	84381272	86619301	1141
11	86619301	87430235	1142
11	87430235	89208936	1143
11	89208936	90966490	1144
11	90966490	92077144	1145
11	92077144	93276157	1146
11	93276157	94242260	1147
11	94242260	95726041	1148
11	95726041	97057058	1149
11	97057058	98705065	1150
11	98705065	100417169	1151
11	100417169	101331121	1152
